fan_id,price_paid,game_date
FAN_0401,85,2025-10-22
FAN_0247,150,2025-12-14
FAN_0041,65,2025-12-31
FAN_0148,85,2026-01-14
FAN_0401,25,2025-11-24
FAN_0383,45,2024-05-09
FAN_0078,85,2025-11-26
FAN_0842,120,2026-02-24
FAN_1099,45,2026-02-22
FAN_0427,150,2025-11-21
FAN_0879,65,2025-12-20
FAN_0129,85,2026-02-14
FAN_0528,85,2026-01-03
FAN_0665,45,2026-02-06
FAN_0196,65,2026-03-29
FAN_1053,25,2025-01-18
FAN_0208,85,2025-10-29
FAN_0418,65,2024-08-05
FAN_0829,25,2024-08-21
FAN_0224,85,2026-01-28
FAN_0299,25,2025-10-22
FAN_0778,45,2026-02-23
FAN_0142,45,2026-03-01
FAN_0367,85,2026-03-05
FAN_1187,25,2025-10-16
FAN_0916,65,2026-03-20
FAN_0517,25,2026-02-23
FAN_0313,85,2025-11-04
FAN_0013,25,2026-02-09
FAN_0499,150,2025-11-08
FAN_1126,65,2026-04-06
FAN_1070,45,2024-06-02
FAN_0454,45,2025-01-06
FAN_0227,150,2026-03-17
FAN_0544,25,2024-06-10
FAN_0359,120,2026-03-18
FAN_0332,25,2024-08-27
FAN_0104,120,2025-11-21
FAN_0676,150,2025-12-04
FAN_0256,150,2026-02-02
FAN_0770,85,2026-03-06
FAN_0851,150,2025-12-19
FAN_0823,25,2026-03-14
FAN_0226,150,2026-02-06
FAN_1143,65,2025-11-11
FAN_1077,25,2025-10-09
FAN_0132,25,2024-11-17
FAN_0822,120,2024-11-06
FAN_0503,65,2024-11-11
FAN_0994,150,2026-01-13
FAN_1013,25,2025-12-14
FAN_1109,85,2025-12-16
FAN_0666,65,2025-11-27
FAN_0268,45,2026-02-16
FAN_0800,25,2026-02-12
FAN_0577,25,2026-01-08
FAN_0920,65,2026-01-10
FAN_0260,25,2025-11-07
FAN_0745,45,2025-12-17
FAN_0456,120,2026-03-25
FAN_0885,65,2025-12-15
FAN_1083,150,2026-02-19
FAN_0660,150,2024-07-28
FAN_0925,25,2024-08-07
FAN_0241,120,2025-12-07
FAN_0042,25,2025-11-04
FAN_0802,25,2025-12-15
FAN_0271,45,2024-06-18
FAN_0056,25,2026-04-01
FAN_1083,45,2025-11-04
FAN_1174,85,2025-12-13
FAN_0080,150,2026-01-25
FAN_0019,150,2025-11-14
FAN_0070,65,2024-08-16
FAN_0007,25,2025-11-25
FAN_0954,85,2026-01-16
FAN_0128,45,2024-10-18
FAN_0933,65,2024-12-11
FAN_0977,25,2025-10-22
FAN_0244,45,2024-11-29
FAN_0462,85,2025-11-11
FAN_0387,120,2026-01-26
FAN_0218,65,2025-12-18
FAN_1062,120,2026-03-11
FAN_0319,85,2026-01-23
FAN_0561,25,2024-06-18
FAN_0531,45,2025-11-28
FAN_1200,120,2025-11-25
FAN_0523,85,2024-08-06
FAN_0584,45,2024-10-22
FAN_1147,120,2026-02-09
FAN_0608,25,2024-10-24
FAN_0243,65,2025-01-21
FAN_0595,25,2026-02-25
FAN_0876,150,2025-12-24
FAN_0620,45,2025-11-09
FAN_1062,65,2024-05-17
FAN_0392,85,2026-03-01
FAN_0752,120,2025-12-31
FAN_0423,45,2026-02-05
FAN_0032,150,2026-01-15
FAN_0910,120,2024-12-08
FAN_1063,25,2026-03-29
FAN_0110,65,2025-11-09
FAN_0131,65,2025-12-30
FAN_0222,85,2025-12-06
FAN_0874,45,2025-12-03
FAN_0380,85,2026-03-13
FAN_0778,65,2026-04-06
FAN_0930,85,2025-11-30
FAN_0202,85,2025-11-19
FAN_0165,25,2025-10-25
FAN_0528,120,2024-11-18
FAN_0263,65,2026-03-03
FAN_0120,120,2025-01-24
FAN_0529,150,2024-10-22
FAN_0291,65,2025-11-18
FAN_0817,85,2026-03-10
FAN_0685,65,2024-09-05
FAN_0312,65,2024-11-08
FAN_0443,150,2024-10-19
FAN_0706,45,2025-03-02
FAN_0776,120,2026-01-04
FAN_0538,85,2025-10-22
FAN_0776,25,2025-10-18
FAN_0113,25,2026-03-15
FAN_1081,85,2026-01-04
FAN_0715,45,2025-11-21
FAN_0551,65,2026-03-16
FAN_0747,120,2025-12-25
FAN_0905,150,2026-03-07
FAN_0833,150,2026-01-05
FAN_1095,25,2024-11-03
FAN_0117,120,2024-06-10
FAN_1172,120,2026-02-19
FAN_1005,150,2026-01-18
FAN_1021,65,2026-03-31
FAN_0655,150,2026-01-03
FAN_0792,25,2025-11-28
FAN_0452,150,2025-12-02
FAN_0582,45,2024-12-30
FAN_0994,150,2025-12-07
FAN_0954,65,2025-10-18
FAN_0835,45,2025-11-05
FAN_0956,45,2026-01-09
FAN_1146,120,2026-02-23
FAN_0260,120,2026-01-15
FAN_0593,25,2025-12-01
FAN_0776,65,2025-12-12
FAN_0848,150,2026-01-31
FAN_0884,45,2024-05-17
FAN_0049,65,2024-10-16
FAN_0223,120,2024-11-20
FAN_0628,65,2026-04-06
FAN_0863,150,2026-02-23
FAN_0126,85,2025-11-05
FAN_0684,25,2026-01-27
FAN_0204,65,2026-02-27
FAN_0968,65,2026-01-06
FAN_0042,65,2026-02-13
FAN_0961,25,2024-08-06
FAN_0258,65,2025-11-13
FAN_0031,65,2026-02-07
FAN_0226,65,2024-07-25
FAN_0194,65,2026-02-11
FAN_0104,150,2025-10-14
FAN_0967,25,2024-12-18
FAN_0444,150,2025-12-24
FAN_0357,45,2025-12-04
FAN_1083,65,2025-12-21
FAN_0996,25,2025-01-26
FAN_0088,45,2026-03-12
FAN_0892,85,2025-10-19
FAN_0124,150,2025-10-29
FAN_0070,150,2026-01-22
FAN_0039,85,2026-03-30
FAN_1021,120,2026-02-17
FAN_0670,150,2025-12-02
FAN_0856,45,2026-04-03
FAN_0016,65,2025-01-02
FAN_1124,120,2026-04-04
FAN_0999,85,2025-01-09
FAN_0346,85,2025-12-09
FAN_0734,25,2024-06-29
FAN_0762,85,2025-10-27
FAN_0939,150,2026-02-24
FAN_0682,25,2026-03-22
FAN_0515,25,2025-10-22
FAN_0588,85,2026-03-23
FAN_1155,65,2025-12-30
FAN_0167,45,2026-02-17
FAN_0181,25,2025-12-14
FAN_0735,85,2025-12-06
FAN_1128,150,2024-06-27
FAN_0724,120,2026-01-14
FAN_0051,65,2025-11-02
FAN_0010,65,2025-11-30
FAN_0794,150,2024-06-26
FAN_0050,65,2026-03-09
FAN_0591,120,2026-02-22
FAN_0029,85,2026-03-31
FAN_0147,120,2025-10-09
FAN_0371,120,2026-02-07
FAN_1141,45,2025-12-14
FAN_0742,85,2025-11-03
FAN_1178,65,2026-03-24
FAN_0334,85,2026-04-02
FAN_1081,85,2026-03-23
FAN_0651,45,2026-01-17
FAN_0800,25,2026-02-07
FAN_1060,120,2025-10-24
FAN_0350,150,2024-10-05
FAN_0207,120,2025-11-16
FAN_0222,85,2026-02-27
FAN_0002,150,2025-12-26
FAN_0191,85,2025-02-12
FAN_1023,85,2026-01-28
FAN_0906,120,2024-08-02
FAN_0156,150,2025-10-14
FAN_0474,25,2026-02-19
FAN_0641,85,2025-11-01
FAN_0534,45,2025-12-11
FAN_0725,25,2026-02-18
FAN_0118,85,2026-01-25
FAN_1162,25,2025-12-14
FAN_0657,150,2026-02-23
FAN_0139,120,2026-03-06
FAN_0849,45,2025-11-30
FAN_0250,65,2026-02-18
FAN_0551,45,2026-02-05
FAN_1113,25,2026-02-11
FAN_0299,45,2026-03-30
FAN_0445,65,2026-02-03
FAN_0311,120,2026-02-24
FAN_0539,150,2026-02-24
FAN_0375,65,2025-12-21
FAN_1095,150,2026-02-25
FAN_0409,45,2024-06-01
FAN_1062,25,2026-02-15
FAN_0332,65,2024-11-07
FAN_0415,25,2026-03-04
FAN_0537,65,2025-11-05
FAN_0825,25,2026-01-14
FAN_1117,120,2025-12-08
FAN_0208,45,2026-03-19
FAN_1078,45,2026-02-18
FAN_0297,150,2024-08-04
FAN_0473,45,2025-10-09
FAN_1181,85,2024-08-26
FAN_0806,85,2025-11-19
FAN_0202,25,2026-03-02
FAN_1172,120,2025-12-09
FAN_0090,120,2026-01-13
FAN_0285,85,2026-03-31
FAN_0437,65,2026-03-17
FAN_0862,150,2024-09-07
FAN_0202,85,2024-11-26
FAN_0242,150,2025-10-12
FAN_0306,150,2025-12-08
FAN_0182,85,2025-10-18
FAN_0452,120,2026-02-12
FAN_0501,150,2024-05-14
FAN_1153,85,2026-01-05
FAN_1132,150,2026-02-04
FAN_0755,45,2026-03-18
FAN_0079,120,2026-01-30
FAN_0862,150,2026-02-26
FAN_0184,25,2026-03-07
FAN_0939,150,2026-03-26
FAN_0961,85,2025-10-14
FAN_1181,120,2025-02-27
FAN_0370,25,2026-01-01
FAN_0421,25,2026-01-30
FAN_0318,150,2024-06-18
FAN_0641,25,2025-11-11
FAN_0792,65,2026-01-31
FAN_0858,25,2026-02-12
FAN_0403,120,2026-02-10
FAN_0314,120,2026-02-18
FAN_0135,150,2026-01-11
FAN_0024,65,2024-06-10
FAN_0122,150,2024-08-17
FAN_0587,85,2025-10-25
FAN_0542,150,2026-01-22
FAN_0637,45,2025-10-09
FAN_0601,120,2025-02-01
FAN_0271,120,2024-07-19
FAN_0742,150,2024-09-21
FAN_0624,45,2025-12-17
FAN_0046,85,2024-09-04
FAN_0385,45,2025-02-07
FAN_0013,150,2024-05-29
FAN_1075,150,2025-11-03
FAN_0280,65,2026-02-09
FAN_0436,45,2025-12-06
FAN_1189,45,2025-11-07
FAN_0940,25,2026-02-12
FAN_1063,65,2024-10-14
FAN_0386,120,2025-11-05
FAN_0974,85,2025-10-31
FAN_0795,65,2026-03-21
FAN_0938,150,2026-02-07
FAN_0069,45,2025-11-11
FAN_0174,45,2026-01-19
FAN_0795,120,2026-02-13
FAN_0155,150,2026-01-05
FAN_0431,120,2024-08-16
FAN_0572,120,2024-10-13
FAN_1084,65,2024-05-24
FAN_0405,45,2025-12-07
FAN_0250,120,2026-03-11
FAN_0920,85,2026-03-19
FAN_0088,45,2026-02-10
FAN_0123,150,2024-06-13
FAN_0019,65,2026-02-12
FAN_0105,45,2024-06-11
FAN_0390,120,2026-02-05
FAN_1189,85,2025-10-17
FAN_0263,85,2025-12-06
FAN_0366,45,2025-11-03
FAN_0991,120,2026-02-11
FAN_0392,85,2025-11-21
FAN_0383,65,2026-01-02
FAN_1193,25,2026-01-30
FAN_0309,150,2026-03-19
FAN_1134,25,2026-02-09
FAN_0393,120,2026-03-25
FAN_0473,150,2026-03-01
FAN_0373,150,2026-03-16
FAN_0112,25,2026-02-18
FAN_0160,85,2025-10-25
FAN_0344,85,2026-01-25
FAN_0891,120,2026-01-16
FAN_0180,150,2026-02-03
FAN_0771,45,2025-12-26
FAN_1111,150,2026-04-06
FAN_0042,25,2025-11-23
FAN_0151,120,2026-01-15
FAN_1013,25,2026-03-04
FAN_1109,65,2025-11-04
FAN_0166,45,2025-10-25
FAN_0011,150,2025-10-19
FAN_0978,45,2026-03-09
FAN_1029,150,2024-10-28
FAN_0466,65,2025-11-07
FAN_0884,45,2025-10-08
FAN_0955,150,2024-08-15
FAN_0609,85,2025-11-16
FAN_0198,25,2026-03-16
FAN_0754,25,2025-12-30
FAN_0083,25,2024-09-09
FAN_1112,65,2026-03-29
FAN_0791,45,2024-08-31
FAN_0659,120,2025-12-07
FAN_0286,25,2026-03-01
FAN_0316,65,2025-10-13
FAN_1036,45,2026-01-16
FAN_0108,45,2026-03-17
FAN_0799,25,2026-01-11
FAN_0640,25,2024-06-11
FAN_0767,45,2026-04-02
FAN_0254,120,2026-02-17
FAN_0856,65,2026-03-19
FAN_1085,25,2026-03-18
FAN_0939,65,2024-10-25
FAN_0143,25,2024-10-23
FAN_0920,25,2025-10-13
FAN_0032,45,2025-12-28
FAN_0847,120,2026-03-06
FAN_0354,25,2026-02-15
FAN_0872,150,2026-01-05
FAN_0231,150,2025-12-03
FAN_0975,85,2025-11-18
FAN_0655,150,2024-10-23
FAN_0890,65,2026-01-05
FAN_0260,65,2026-03-02
FAN_0696,25,2025-12-08
FAN_0145,120,2026-03-30
FAN_0908,45,2026-03-31
FAN_0401,120,2024-06-24
FAN_0382,25,2025-12-20
FAN_0996,120,2026-04-01
FAN_0045,120,2026-01-28
FAN_0020,65,2025-11-11
FAN_0788,65,2026-03-21
FAN_0091,65,2026-04-05
FAN_0198,45,2026-02-08
FAN_0877,25,2025-11-22
FAN_0460,85,2025-01-29
FAN_0902,150,2024-12-18
FAN_0986,25,2024-09-04
FAN_0228,65,2025-11-12
FAN_0369,150,2026-02-06
FAN_0921,25,2025-11-23
FAN_0884,120,2026-02-21
FAN_0043,45,2025-01-01
FAN_0406,25,2025-01-11
FAN_0318,150,2025-02-09
FAN_0859,120,2026-03-17
FAN_1164,65,2024-11-05
FAN_0724,25,2026-01-04
FAN_1133,25,2025-02-06
FAN_1091,85,2024-12-10
FAN_0871,150,2026-02-28
FAN_0374,25,2026-02-04
FAN_0999,45,2025-11-20
FAN_1103,65,2025-12-07
FAN_0808,85,2026-03-12
FAN_0635,65,2025-12-04
FAN_0056,150,2026-02-24
FAN_0399,65,2025-10-12
FAN_1128,65,2024-10-03
FAN_0304,85,2026-02-04
FAN_0084,150,2025-12-09
FAN_0139,85,2025-11-27
FAN_0773,120,2026-02-18
FAN_0236,150,2025-10-17
FAN_0324,150,2026-03-21
FAN_1036,150,2025-01-01
FAN_0639,25,2025-12-25
FAN_0597,25,2026-03-21
FAN_0467,150,2024-09-18
FAN_1131,65,2025-02-24
FAN_1137,120,2024-10-15
FAN_0365,120,2026-01-30
FAN_0268,25,2025-12-12
FAN_0060,25,2024-05-19
FAN_0881,45,2025-12-25
FAN_0319,85,2025-12-19
FAN_0231,150,2026-02-28
FAN_0196,25,2026-02-25
FAN_1181,25,2026-01-17
FAN_0930,150,2026-01-07
FAN_0077,120,2026-02-11
FAN_1124,65,2025-10-24
FAN_0635,150,2026-03-21
FAN_0579,25,2025-12-17
FAN_0266,25,2026-01-11
FAN_0557,150,2026-02-06
FAN_0512,65,2024-07-12
FAN_0857,65,2024-10-26
FAN_0465,25,2026-02-20
FAN_0148,150,2026-01-21
FAN_0964,45,2024-05-17
FAN_0758,120,2026-03-07
FAN_1017,25,2026-03-01
FAN_0279,25,2025-10-31
FAN_0082,25,2025-01-05
FAN_0314,45,2026-01-18
FAN_0397,120,2026-01-18
FAN_0942,25,2025-10-08
FAN_0732,85,2025-12-05
FAN_0262,85,2025-12-28
FAN_0299,150,2025-12-09
FAN_1061,85,2025-12-19
FAN_0897,65,2025-11-24
FAN_0138,120,2026-04-06
FAN_0486,120,2026-03-06
FAN_0840,120,2026-03-03
FAN_0688,45,2025-11-06
FAN_0909,65,2026-02-07
FAN_0382,25,2026-02-10
FAN_1090,25,2025-12-15
FAN_0005,85,2024-08-21
FAN_0300,25,2026-01-22
FAN_0897,25,2026-02-21
FAN_0852,65,2024-07-06
FAN_0806,150,2024-11-11
FAN_0916,120,2026-02-01
FAN_0639,25,2025-10-20
FAN_0328,45,2025-12-28
FAN_0845,45,2026-01-27
FAN_0081,45,2026-02-11
FAN_0684,45,2026-01-12
FAN_0691,45,2026-02-15
FAN_1146,65,2025-10-29
FAN_0266,120,2026-03-06
FAN_0835,45,2026-01-29
FAN_0340,25,2024-07-16
FAN_0646,45,2026-02-14
FAN_0061,150,2026-02-16
FAN_0033,120,2025-11-12
FAN_0947,65,2025-11-14
FAN_0954,25,2025-01-29
FAN_0278,120,2025-10-25
FAN_0547,45,2026-03-02
FAN_0573,150,2025-11-02
FAN_0473,45,2026-01-26
FAN_0163,65,2024-06-24
FAN_0762,150,2026-03-30
FAN_0167,45,2026-03-21
FAN_0659,65,2024-06-16
FAN_0210,150,2025-11-13
FAN_0999,120,2025-12-20
FAN_0271,65,2024-06-18
FAN_1147,45,2024-12-09
FAN_0222,65,2025-12-28
FAN_0879,65,2025-12-11
FAN_0126,45,2026-03-31
FAN_1134,85,2026-01-23
FAN_0212,65,2026-03-28
FAN_1018,85,2025-12-06
FAN_0381,150,2026-01-24
FAN_0736,45,2026-03-02
FAN_0374,65,2024-09-14
FAN_0726,120,2025-01-22
FAN_0933,150,2026-03-09
FAN_0194,150,2026-01-06
FAN_0364,45,2025-12-17
FAN_0485,25,2024-08-13
FAN_0930,65,2024-05-23
FAN_1065,120,2025-11-16
FAN_0781,65,2024-10-03
FAN_0870,85,2025-11-15
FAN_0139,45,2026-01-20
FAN_0834,45,2025-11-18
FAN_0005,150,2024-10-31
FAN_0110,25,2026-01-14
FAN_0440,45,2026-02-04
FAN_0309,65,2026-02-22
FAN_0585,85,2024-07-01
FAN_1045,25,2026-03-14
FAN_0809,120,2025-12-02
FAN_0647,45,2025-11-06
FAN_0150,45,2024-09-24
FAN_0473,150,2025-12-19
FAN_1037,85,2026-03-31
FAN_0476,65,2025-12-26
FAN_0859,65,2025-11-04
FAN_0384,120,2026-04-01
FAN_0223,150,2026-01-14
FAN_0449,85,2024-06-09
FAN_0512,85,2025-11-21
FAN_0874,120,2026-02-06
FAN_0534,65,2025-10-29
FAN_0147,65,2025-12-21
FAN_0269,25,2025-10-12
FAN_0539,25,2026-03-15
FAN_0225,45,2025-10-09
FAN_0845,85,2025-11-16
FAN_0887,45,2026-03-14
FAN_0015,65,2025-12-24
FAN_1153,45,2025-11-26
FAN_0771,25,2024-10-11
FAN_0831,65,2025-01-29
FAN_1146,150,2026-01-24
FAN_0933,65,2025-10-12
FAN_0273,45,2025-01-08
FAN_0788,45,2025-01-03
FAN_0580,45,2025-10-09
FAN_0308,85,2026-01-15
FAN_0660,65,2025-12-06
FAN_0811,45,2025-12-06
FAN_0859,65,2025-12-01
FAN_0211,150,2025-12-08
FAN_0563,65,2024-11-18
FAN_1125,45,2026-03-24
FAN_1192,25,2026-04-04
FAN_0550,25,2026-03-19
FAN_0345,150,2024-05-23
FAN_0263,150,2024-06-26
FAN_0122,150,2026-01-07
FAN_0074,45,2025-11-22
FAN_0933,150,2025-02-11
FAN_0159,45,2026-03-14
FAN_0854,150,2025-02-12
FAN_0355,150,2025-10-20
FAN_0287,150,2026-02-26
FAN_1171,85,2026-01-24
FAN_0516,150,2024-07-11
FAN_0071,85,2026-02-19
FAN_0489,45,2024-11-09
FAN_0366,25,2025-10-28
FAN_0346,120,2025-10-27
FAN_0819,120,2025-12-05
FAN_0259,45,2025-02-18
FAN_0755,25,2026-02-16
FAN_0971,45,2026-01-10
FAN_0146,120,2026-02-13
FAN_0161,120,2026-02-25
FAN_0584,25,2026-03-16
FAN_0148,150,2025-11-19
FAN_0072,120,2026-04-02
FAN_0850,120,2025-11-08
FAN_0510,85,2025-11-29
FAN_0400,25,2026-03-12
FAN_0450,65,2024-08-21
FAN_0968,120,2026-01-27
FAN_1049,120,2026-03-21
FAN_0245,45,2026-03-23
FAN_0031,120,2026-01-31
FAN_0004,25,2026-03-10
FAN_0239,85,2025-01-14
FAN_0812,120,2025-12-16
FAN_1013,120,2026-01-22
FAN_0861,45,2026-03-06
FAN_0480,120,2025-10-20
FAN_0508,85,2024-05-07
FAN_0002,120,2025-11-07
FAN_0346,150,2025-11-12
FAN_0788,45,2024-06-21
FAN_0482,45,2025-12-22
FAN_0359,85,2026-03-05
FAN_0282,45,2026-01-16
FAN_1188,120,2024-05-15
FAN_0163,120,2026-02-24
FAN_0754,25,2024-07-13
FAN_0696,45,2025-10-21
FAN_0112,150,2025-11-25
FAN_1011,45,2025-12-03
FAN_1000,25,2024-12-30
FAN_0720,65,2025-02-26
FAN_0060,25,2025-10-19
FAN_0844,150,2026-03-14
FAN_0512,85,2025-10-12
FAN_1160,85,2024-10-16
FAN_1128,150,2025-12-17
FAN_1181,65,2026-02-07
FAN_0011,45,2025-12-17
FAN_0523,150,2025-12-14
FAN_0620,65,2025-12-22
FAN_0023,65,2025-12-16
FAN_0323,120,2026-03-17
FAN_0013,65,2026-03-28
FAN_0360,65,2026-03-26
FAN_0393,85,2024-08-16
FAN_1033,120,2025-11-14
FAN_0406,65,2026-01-29
FAN_1150,25,2026-01-08
FAN_0161,65,2026-02-01
FAN_0990,65,2025-11-12
FAN_0953,45,2026-01-08
FAN_0916,65,2026-03-09
FAN_0147,150,2026-01-24
FAN_0106,25,2026-02-25
FAN_1027,150,2025-11-07
FAN_0168,150,2025-11-26
FAN_0996,25,2026-01-26
FAN_1045,45,2025-12-29
FAN_0957,150,2026-01-29
FAN_0287,45,2025-10-26
FAN_0202,150,2025-12-18
FAN_1064,45,2025-12-05
FAN_0168,45,2026-03-22
FAN_0841,120,2026-02-06
FAN_0230,25,2025-01-05
FAN_1079,45,2026-04-06
FAN_0099,65,2024-07-23
FAN_0564,120,2025-02-05
FAN_0673,65,2025-11-15
FAN_0010,120,2025-12-30
FAN_0812,65,2025-11-06
FAN_0394,45,2026-01-01
FAN_0954,85,2025-11-26
FAN_0852,45,2024-06-01
FAN_0519,25,2025-11-04
FAN_0330,120,2026-03-08
FAN_0631,150,2025-12-18
FAN_1160,45,2025-11-20
FAN_0541,65,2026-02-07
FAN_0518,120,2026-01-30
FAN_0483,45,2025-10-26
FAN_1135,45,2025-12-19
FAN_0191,25,2025-11-27
FAN_0184,150,2025-10-20
FAN_1161,120,2024-08-13
FAN_0257,45,2026-03-12
FAN_0395,120,2026-02-06
FAN_0738,85,2024-10-28
FAN_0238,150,2024-10-02
FAN_0410,85,2025-12-30
FAN_0934,65,2026-01-08
FAN_1000,85,2024-11-18
FAN_0939,85,2026-04-01
FAN_0175,45,2025-11-02
FAN_1086,45,2025-10-20
FAN_1034,45,2024-06-01
FAN_0273,85,2026-02-05
FAN_0368,150,2025-10-08
FAN_0790,45,2024-08-11
FAN_1005,85,2025-11-09
FAN_0857,120,2025-10-09
FAN_0970,65,2025-11-18
FAN_0857,150,2026-04-01
FAN_0151,85,2024-07-01
FAN_0896,65,2026-04-01
FAN_0534,120,2024-06-18
FAN_0331,25,2026-01-25
FAN_0038,65,2025-11-07
FAN_0135,120,2026-01-28
FAN_1193,85,2026-03-22
FAN_0234,45,2024-11-14
FAN_0369,45,2026-01-07
FAN_0697,45,2026-03-05
FAN_0668,25,2025-10-14
FAN_0264,65,2025-10-21
FAN_0830,150,2024-09-11
FAN_0016,25,2026-01-15
FAN_0801,65,2026-03-15
FAN_0379,85,2026-02-26
FAN_0014,120,2025-10-18
FAN_0134,120,2024-11-17
FAN_0276,25,2025-12-08
FAN_0862,150,2025-11-26
FAN_0274,25,2025-11-08
FAN_1167,25,2026-04-05
FAN_0131,120,2025-11-24
FAN_0957,25,2026-03-18
FAN_1036,85,2026-03-04
FAN_0796,150,2026-01-30
FAN_0838,45,2025-12-26
FAN_0120,45,2026-02-21
FAN_0224,85,2026-02-15
FAN_0788,25,2025-12-15
FAN_0002,25,2025-01-09
FAN_0309,45,2024-09-27
FAN_0242,25,2025-12-13
FAN_1047,65,2025-10-16
FAN_0160,85,2025-12-01
FAN_0222,45,2026-03-09
FAN_0834,25,2026-03-12
FAN_0916,45,2024-09-12
FAN_0407,85,2025-12-28
FAN_0381,120,2024-05-17
FAN_0078,150,2024-09-17
FAN_1190,150,2026-02-16
FAN_0690,65,2026-02-12
FAN_0302,25,2025-10-10
FAN_0871,85,2025-11-11
FAN_0572,120,2026-01-06
FAN_0322,150,2025-11-30
FAN_0919,25,2026-01-30
FAN_1200,150,2026-03-09
FAN_0275,150,2025-12-29
FAN_0859,65,2024-08-03
FAN_0555,45,2025-11-24
FAN_0955,150,2024-08-01
FAN_0652,45,2025-01-31
FAN_0234,85,2024-07-23
FAN_0749,65,2026-02-18
FAN_0890,65,2024-10-27
FAN_0427,85,2025-12-27
FAN_0807,150,2026-01-09
FAN_0968,65,2024-05-14
FAN_0234,120,2025-10-19
FAN_1173,120,2026-03-20
FAN_0490,25,2024-08-15
FAN_0919,85,2025-11-21
FAN_0538,65,2026-03-14
FAN_0092,25,2026-03-13
FAN_0605,65,2026-03-02
FAN_1045,65,2025-10-23
FAN_0351,65,2026-01-21
FAN_0754,25,2026-01-10
FAN_0190,120,2025-11-06
FAN_0458,25,2024-09-02
FAN_0515,150,2024-07-25
FAN_0286,45,2025-11-25
FAN_1191,25,2026-03-17
FAN_0498,25,2026-01-27
FAN_0628,85,2025-11-27
FAN_0916,150,2026-01-22
FAN_0204,45,2026-03-15
FAN_0896,25,2026-01-03
FAN_1185,45,2026-04-02
FAN_0125,120,2025-11-28
FAN_0234,25,2025-01-13
FAN_0382,150,2026-03-31
FAN_0735,150,2025-12-16
FAN_1140,45,2025-10-26
FAN_0345,45,2025-01-27
FAN_0288,85,2025-11-26
FAN_0533,120,2026-01-06
FAN_0710,120,2024-07-11
FAN_0032,150,2025-10-21
FAN_1139,85,2025-02-20
FAN_0381,65,2025-10-23
FAN_0017,65,2026-02-12
FAN_1170,150,2026-01-31
FAN_0209,45,2025-10-27
FAN_0182,25,2026-03-18
FAN_1081,65,2025-10-31
FAN_0868,25,2025-11-04
FAN_0937,25,2024-12-18
FAN_0265,150,2025-11-12
FAN_0196,120,2026-03-09
FAN_0707,25,2024-11-29
FAN_0594,25,2025-12-12
FAN_0762,85,2024-09-09
FAN_0697,25,2026-04-06
FAN_0944,45,2026-02-11
FAN_0754,65,2025-10-08
FAN_0441,85,2024-12-06
FAN_0677,85,2025-11-28
FAN_0546,25,2024-05-12
FAN_1033,85,2024-10-24
FAN_0284,45,2025-11-11
FAN_0288,120,2025-12-22
FAN_0487,25,2025-12-08
FAN_0051,150,2024-08-14
FAN_1082,25,2026-01-28
FAN_0226,25,2025-11-16
FAN_0806,120,2026-02-09
FAN_0412,25,2024-08-26
FAN_0497,25,2025-10-29
FAN_1180,25,2026-03-15
FAN_1056,45,2025-11-03
FAN_0669,85,2024-09-30
FAN_0014,25,2024-09-06
FAN_0739,120,2025-10-16
FAN_0822,25,2026-03-22
FAN_1088,45,2025-10-29
FAN_0062,65,2024-06-27
FAN_0834,65,2025-01-13
FAN_0189,120,2026-03-26
FAN_0863,85,2025-01-02
FAN_0505,85,2025-12-08
FAN_0979,150,2025-11-14
FAN_0770,65,2026-03-28
FAN_1014,25,2026-03-14
FAN_0832,65,2026-04-01
FAN_0068,25,2024-07-14
FAN_0346,65,2025-11-04
FAN_1143,85,2026-02-27
FAN_0765,65,2025-10-08
FAN_0646,150,2024-10-14
FAN_0507,65,2025-12-26
FAN_0741,120,2024-12-09
FAN_0240,45,2026-03-11
FAN_0846,85,2026-03-25
FAN_0992,45,2026-01-05
FAN_0853,150,2024-10-04
FAN_1162,85,2025-10-13
FAN_0621,45,2026-03-27
FAN_0513,120,2026-01-18
FAN_1058,25,2026-04-06
FAN_0498,45,2025-10-22
FAN_0315,150,2026-02-25
FAN_0517,25,2026-01-23
FAN_0688,85,2026-01-16
FAN_0702,120,2024-11-17
FAN_0501,150,2025-11-21
FAN_0318,45,2025-10-16
FAN_0376,25,2024-05-12
FAN_0379,120,2026-03-20
FAN_0045,120,2025-02-12
FAN_0059,150,2024-12-21
FAN_0265,120,2025-11-23
FAN_1005,85,2026-02-20
FAN_0901,25,2025-12-08
FAN_0572,85,2025-11-13
FAN_0210,65,2026-02-15
FAN_0918,25,2025-11-14
FAN_0753,85,2024-11-13
FAN_0015,85,2024-09-28
FAN_0277,120,2025-11-05
FAN_0366,45,2026-01-30
FAN_0037,45,2025-10-21
FAN_0304,120,2026-03-10
FAN_0998,45,2024-08-24
FAN_1086,25,2025-12-11
FAN_1197,45,2026-03-31
FAN_0006,120,2025-12-21
FAN_1103,45,2026-01-26
FAN_0537,85,2025-12-23
FAN_0521,25,2024-08-05
FAN_0992,85,2024-09-05
FAN_0964,65,2024-07-20
FAN_0914,85,2026-03-01
FAN_0080,25,2026-03-27
FAN_0655,85,2024-06-13
FAN_0263,25,2026-01-11
FAN_0640,150,2026-01-24
FAN_0790,150,2025-10-21
