fan_id,item_type,amount
FAN_0580,Soda,9.58
FAN_1087,Hot Dog,8.16
FAN_0506,Hot Dog,15.76
FAN_0703,Hot Dog,13.42
FAN_0535,Pretzel,11.43
FAN_0699,Nachos,10.75
FAN_0666,Pretzel,8.02
FAN_0407,Nachos,18.18
FAN_0310,Soda,12.49
FAN_0207,Hot Dog,18.31
FAN_0610,Beer,21.88
FAN_0674,Soda,10.44
FAN_0638,Nachos,17.21
FAN_0299,Hot Dog,8.23
FAN_0262,Nachos,16.06
FAN_0837,Soda,14.98
FAN_1017,Soda,17.4
FAN_1143,Pretzel,20.5
FAN_0820,Pretzel,15.13
FAN_0852,Pretzel,10.61
FAN_0780,Soda,16.2
FAN_0149,Nachos,8.94
FAN_0343,Soda,18.78
FAN_0905,Hot Dog,17.4
FAN_0557,Hot Dog,9.31
FAN_1132,Pretzel,20.82
FAN_1080,Nachos,10.27
FAN_0291,Pretzel,12.63
FAN_1047,Beer,10.75
FAN_0573,Pretzel,18.11
FAN_0666,Nachos,19.83
FAN_1058,Beer,16.47
FAN_1172,Hot Dog,20.44
FAN_0355,Soda,19.98
FAN_0686,Pretzel,11.6
FAN_0302,Beer,18.28
FAN_0145,Hot Dog,21.5
FAN_0061,Nachos,19.0
FAN_0243,Beer,11.48
FAN_0121,Soda,20.67
FAN_0692,Nachos,16.3
FAN_0556,Beer,16.42
FAN_0589,Beer,9.73
FAN_0666,Pretzel,19.08
FAN_1033,Soda,21.2
FAN_0476,Nachos,19.25
FAN_0898,Nachos,19.32
FAN_0982,Nachos,12.24
FAN_0726,Soda,21.89
FAN_0702,Pretzel,15.74
FAN_0220,Soda,8.07
FAN_0579,Soda,14.36
FAN_0396,Soda,19.74
FAN_0593,Beer,20.64
FAN_0567,Soda,8.29
FAN_0977,Pretzel,16.55
FAN_0590,Nachos,21.29
FAN_0645,Soda,17.43
FAN_0433,Nachos,15.68
FAN_0375,Hot Dog,8.58
FAN_0807,Beer,16.01
FAN_0300,Beer,21.81
FAN_0891,Pretzel,20.66
FAN_0419,Nachos,17.28
FAN_0582,Soda,18.18
FAN_0773,Nachos,12.13
FAN_0943,Nachos,20.69
FAN_0784,Soda,9.98
FAN_1068,Soda,16.13
FAN_0392,Hot Dog,19.78
FAN_0635,Beer,19.47
FAN_0881,Pretzel,15.89
FAN_0290,Soda,10.04
FAN_0214,Soda,11.68
FAN_0129,Pretzel,12.64
FAN_0405,Nachos,19.65
FAN_0990,Pretzel,13.42
FAN_1089,Beer,19.82
FAN_1171,Nachos,20.74
FAN_0496,Soda,12.89
FAN_0011,Nachos,11.45
FAN_0663,Beer,14.58
FAN_0280,Pretzel,9.62
FAN_1097,Pretzel,11.79
FAN_1120,Nachos,11.86
FAN_0495,Pretzel,18.11
FAN_0800,Soda,11.92
FAN_0554,Pretzel,13.34
FAN_1050,Hot Dog,9.17
FAN_0467,Nachos,15.49
FAN_0533,Beer,19.23
FAN_0040,Hot Dog,11.85
FAN_0217,Pretzel,20.35
FAN_0547,Beer,13.0
FAN_0295,Pretzel,10.81
FAN_0805,Soda,19.7
FAN_0003,Hot Dog,15.45
FAN_0348,Pretzel,13.57
FAN_0431,Beer,14.7
FAN_0341,Hot Dog,8.71
FAN_0022,Nachos,13.94
FAN_0419,Beer,13.01
FAN_0679,Pretzel,20.55
FAN_0475,Soda,16.81
FAN_0345,Soda,10.44
FAN_0975,Pretzel,9.68
FAN_0664,Hot Dog,14.98
FAN_1076,Nachos,21.35
FAN_0356,Soda,12.67
FAN_0765,Hot Dog,17.1
FAN_0446,Nachos,14.48
FAN_0371,Soda,20.73
FAN_0683,Nachos,15.92
FAN_0254,Hot Dog,13.78
FAN_0052,Hot Dog,21.08
FAN_1064,Pretzel,15.9
FAN_0855,Hot Dog,14.94
FAN_0151,Soda,17.11
FAN_0777,Beer,8.43
FAN_0546,Pretzel,8.38
FAN_1023,Beer,17.44
FAN_1030,Pretzel,11.28
FAN_0585,Soda,12.55
FAN_0938,Hot Dog,10.64
FAN_0463,Pretzel,11.58
FAN_0901,Nachos,9.33
FAN_0329,Hot Dog,11.41
FAN_0875,Hot Dog,20.94
FAN_0014,Nachos,16.08
FAN_0221,Hot Dog,10.29
FAN_0240,Nachos,21.12
FAN_1004,Soda,9.31
FAN_0024,Beer,21.91
FAN_0968,Soda,13.18
FAN_0132,Pretzel,9.52
FAN_0651,Hot Dog,11.54
FAN_0376,Hot Dog,18.42
FAN_1074,Soda,12.21
FAN_0924,Hot Dog,20.52
FAN_0059,Beer,15.03
FAN_1194,Hot Dog,13.97
FAN_0019,Soda,16.49
FAN_0755,Nachos,8.06
FAN_0772,Hot Dog,16.73
FAN_0770,Beer,18.29
FAN_0810,Nachos,16.96
FAN_0584,Soda,13.65
FAN_1053,Nachos,15.51
FAN_0919,Soda,11.38
FAN_0263,Soda,12.0
FAN_0379,Soda,12.87
FAN_0697,Nachos,14.32
FAN_0138,Soda,11.08
FAN_0854,Soda,21.58
FAN_0242,Beer,17.14
FAN_0448,Beer,10.26
FAN_0795,Soda,11.59
FAN_0652,Pretzel,18.91
FAN_0245,Soda,20.36
FAN_0257,Beer,12.3
FAN_0023,Pretzel,14.67
FAN_0153,Hot Dog,18.81
FAN_1028,Pretzel,9.24
FAN_0270,Pretzel,8.59
FAN_0053,Pretzel,14.2
FAN_1093,Nachos,16.95
FAN_0952,Beer,9.12
FAN_0169,Hot Dog,14.51
FAN_0611,Nachos,19.21
FAN_0462,Beer,15.95
FAN_0397,Hot Dog,9.76
FAN_0460,Nachos,8.73
FAN_0982,Soda,15.84
FAN_0836,Pretzel,18.03
FAN_0239,Hot Dog,17.93
FAN_1171,Beer,12.72
FAN_1120,Nachos,9.4
FAN_0149,Beer,16.64
FAN_0443,Hot Dog,11.12
FAN_0956,Hot Dog,19.15
FAN_0658,Nachos,9.62
FAN_0541,Beer,19.81
FAN_0942,Nachos,11.13
FAN_0069,Hot Dog,20.14
FAN_1129,Nachos,9.7
FAN_1161,Soda,12.22
FAN_0313,Pretzel,17.14
FAN_1097,Beer,19.19
FAN_0138,Soda,20.39
FAN_1021,Hot Dog,11.54
FAN_0626,Pretzel,12.96
FAN_0876,Hot Dog,11.13
FAN_0545,Beer,8.38
FAN_0367,Pretzel,8.3
FAN_1194,Pretzel,13.91
FAN_0627,Nachos,13.79
FAN_0189,Pretzel,13.75
FAN_0140,Nachos,9.86
FAN_0268,Hot Dog,12.6
FAN_1137,Hot Dog,19.1
FAN_0448,Beer,18.93
FAN_0363,Hot Dog,8.17
FAN_0437,Pretzel,12.89
FAN_0926,Nachos,17.34
FAN_0920,Hot Dog,20.08
FAN_0791,Beer,15.56
FAN_0881,Hot Dog,9.21
FAN_0873,Nachos,9.17
FAN_0624,Soda,8.28
FAN_0169,Beer,9.44
FAN_0164,Pretzel,18.18
FAN_1102,Nachos,10.73
FAN_0133,Pretzel,15.2
FAN_0960,Hot Dog,11.83
FAN_0492,Hot Dog,12.61
FAN_0559,Beer,14.14
FAN_1076,Nachos,15.63
FAN_0664,Beer,16.77
FAN_1189,Soda,11.35
FAN_0155,Soda,18.4
FAN_1187,Nachos,16.17
FAN_1069,Hot Dog,20.99
FAN_0775,Hot Dog,19.05
FAN_0020,Pretzel,9.57
FAN_0266,Beer,21.55
FAN_0607,Beer,20.88
FAN_0166,Beer,10.92
FAN_1126,Soda,8.67
FAN_0076,Nachos,16.16
FAN_0679,Hot Dog,15.28
FAN_0246,Soda,17.14
FAN_0386,Hot Dog,9.34
FAN_0250,Beer,20.05
FAN_0488,Nachos,15.25
FAN_0055,Beer,9.74
FAN_0572,Beer,8.66
FAN_0544,Soda,10.36
FAN_0369,Pretzel,18.58
FAN_0209,Nachos,14.45
FAN_0032,Pretzel,17.1
FAN_0525,Pretzel,16.25
FAN_0542,Beer,9.55
FAN_0304,Soda,19.88
FAN_0479,Soda,21.35
FAN_0344,Beer,20.35
FAN_0400,Pretzel,13.51
FAN_0111,Pretzel,15.57
FAN_0338,Pretzel,8.69
FAN_0083,Hot Dog,10.65
FAN_0955,Soda,18.21
FAN_0492,Hot Dog,20.74
FAN_1022,Pretzel,18.92
FAN_0529,Nachos,21.64
FAN_1042,Pretzel,13.72
FAN_0393,Nachos,12.56
FAN_0701,Hot Dog,21.65
FAN_0241,Nachos,11.27
FAN_0420,Nachos,13.39
FAN_1115,Beer,21.45
FAN_0956,Beer,20.35
FAN_1199,Soda,18.21
FAN_1115,Soda,21.19
FAN_1049,Pretzel,18.72
FAN_0693,Hot Dog,12.91
FAN_0699,Soda,10.5
FAN_0087,Beer,17.46
FAN_0200,Beer,9.45
FAN_1082,Nachos,13.49
FAN_0363,Pretzel,20.32
FAN_0943,Nachos,13.5
FAN_0231,Beer,18.03
FAN_0605,Hot Dog,9.26
FAN_0760,Soda,20.4
FAN_0341,Soda,10.29
FAN_0701,Pretzel,16.35
FAN_0761,Hot Dog,21.99
FAN_0824,Beer,17.37
FAN_1200,Nachos,16.04
FAN_0198,Beer,19.56
FAN_1140,Nachos,11.85
FAN_0759,Nachos,20.97
FAN_0938,Soda,14.92
FAN_0035,Nachos,15.43
FAN_1009,Soda,21.35
FAN_0878,Soda,19.61
FAN_0018,Soda,15.42
FAN_0269,Soda,11.45
FAN_1142,Soda,12.95
FAN_0685,Beer,21.31
FAN_0807,Pretzel,15.04
FAN_0585,Soda,8.21
FAN_0046,Pretzel,21.45
FAN_0523,Hot Dog,21.31
FAN_0235,Beer,18.26
FAN_0810,Pretzel,17.61
FAN_0345,Hot Dog,19.07
FAN_0636,Pretzel,20.87
FAN_0786,Pretzel,12.32
FAN_0680,Soda,11.18
FAN_1022,Pretzel,9.48
FAN_0980,Soda,21.41
FAN_0612,Soda,13.23
FAN_0539,Beer,11.36
FAN_0813,Hot Dog,11.3
FAN_0743,Hot Dog,20.36
FAN_1157,Nachos,9.01
FAN_0263,Nachos,21.14
FAN_0769,Nachos,9.81
FAN_0730,Hot Dog,14.61
FAN_0610,Nachos,14.73
FAN_0069,Hot Dog,12.03
FAN_0834,Beer,15.31
FAN_1010,Hot Dog,8.67
FAN_0592,Beer,17.18
FAN_0707,Hot Dog,11.63
FAN_0926,Nachos,12.64
FAN_0327,Pretzel,8.84
FAN_1099,Soda,19.56
FAN_1112,Pretzel,16.5
FAN_0627,Nachos,16.38
FAN_0377,Nachos,20.78
FAN_0744,Soda,16.43
FAN_1017,Pretzel,19.58
FAN_0154,Nachos,13.07
FAN_0849,Beer,8.81
FAN_1008,Soda,12.51
FAN_0591,Hot Dog,12.26
FAN_0004,Nachos,16.66
FAN_0880,Pretzel,18.36
FAN_1199,Pretzel,18.32
FAN_0392,Soda,9.66
FAN_1092,Nachos,21.05
FAN_1054,Pretzel,11.65
FAN_0024,Soda,9.76
FAN_0368,Soda,12.37
FAN_0470,Pretzel,9.91
FAN_0172,Hot Dog,13.95
FAN_0269,Nachos,10.8
FAN_0851,Pretzel,20.17
FAN_0186,Hot Dog,11.22
FAN_0130,Soda,10.07
FAN_0837,Soda,16.1
FAN_0818,Nachos,14.98
FAN_0116,Hot Dog,13.7
FAN_0254,Nachos,15.13
FAN_0640,Nachos,14.16
FAN_0170,Nachos,15.88
FAN_0157,Soda,16.17
FAN_0591,Beer,8.83
FAN_0645,Hot Dog,19.36
FAN_0259,Hot Dog,21.81
FAN_0992,Nachos,13.01
FAN_0610,Pretzel,9.29
FAN_0167,Soda,8.91
FAN_1034,Soda,9.51
FAN_0842,Beer,9.32
FAN_0271,Pretzel,9.79
FAN_1138,Beer,15.52
FAN_1113,Nachos,14.06
FAN_1112,Beer,11.62
FAN_0510,Nachos,11.19
FAN_0767,Nachos,15.95
FAN_0226,Hot Dog,17.04
FAN_0045,Pretzel,12.51
FAN_0290,Soda,17.43
FAN_0046,Soda,9.02
FAN_1124,Nachos,16.6
FAN_0790,Beer,9.9
FAN_0701,Hot Dog,8.13
FAN_0106,Pretzel,11.35
FAN_0093,Hot Dog,12.79
FAN_0467,Hot Dog,8.37
FAN_1180,Hot Dog,11.15
FAN_0127,Beer,15.29
FAN_0870,Hot Dog,16.89
FAN_0246,Hot Dog,21.53
FAN_1055,Beer,18.59
FAN_1053,Pretzel,19.17
FAN_1143,Hot Dog,16.84
FAN_0123,Soda,11.1
FAN_0695,Soda,15.53
FAN_0215,Hot Dog,9.6
FAN_1072,Soda,12.89
FAN_0435,Nachos,12.06
FAN_0908,Pretzel,12.02
FAN_0529,Nachos,15.79
FAN_0157,Soda,11.99
FAN_0657,Hot Dog,17.19
FAN_0647,Hot Dog,15.91
FAN_1059,Soda,17.01
FAN_0382,Soda,13.06
FAN_0114,Beer,17.23
FAN_0577,Soda,9.79
FAN_1096,Beer,9.5
FAN_1157,Pretzel,11.02
FAN_0008,Pretzel,13.08
FAN_0108,Pretzel,21.92
FAN_0408,Nachos,12.73
FAN_0432,Soda,15.06
FAN_0032,Pretzel,13.86
FAN_0534,Beer,12.77
FAN_0731,Hot Dog,10.15
FAN_1011,Hot Dog,17.45
FAN_0348,Soda,15.62
FAN_0429,Beer,12.52
FAN_0403,Pretzel,11.96
FAN_0535,Pretzel,20.36
FAN_0733,Soda,11.02
FAN_0868,Hot Dog,17.27
FAN_0031,Nachos,10.81
FAN_1000,Pretzel,12.53
FAN_0950,Beer,15.92
FAN_0560,Beer,19.07
FAN_0390,Nachos,17.77
FAN_0514,Beer,18.95
FAN_0947,Nachos,9.37
FAN_0124,Soda,12.99
FAN_0580,Soda,18.49
FAN_0031,Beer,14.29
FAN_0070,Pretzel,14.72
FAN_0473,Pretzel,11.35
FAN_0175,Hot Dog,12.72
FAN_0445,Soda,19.53
FAN_0984,Hot Dog,9.92
FAN_0868,Nachos,21.08
FAN_0756,Soda,21.62
FAN_0844,Soda,15.19
FAN_0425,Beer,18.31
FAN_0839,Soda,11.32
FAN_0930,Nachos,16.25
FAN_0683,Hot Dog,16.76
FAN_0770,Hot Dog,19.96
FAN_0889,Hot Dog,16.46
FAN_0640,Hot Dog,10.38
FAN_0453,Soda,16.88
FAN_0566,Beer,15.72
FAN_0676,Soda,11.7
FAN_0095,Beer,21.25
FAN_1002,Hot Dog,9.42
FAN_0871,Hot Dog,13.94
FAN_0649,Nachos,15.91
FAN_0752,Soda,14.18
FAN_0572,Beer,8.46
FAN_0729,Beer,13.92
FAN_0791,Pretzel,14.78
FAN_1153,Soda,16.28
FAN_0624,Nachos,10.65
FAN_0083,Soda,15.08
FAN_0711,Beer,8.61
FAN_0075,Pretzel,20.77
FAN_0271,Hot Dog,15.95
FAN_0957,Beer,12.95
FAN_1034,Hot Dog,20.97
FAN_0714,Pretzel,12.93
FAN_0245,Nachos,13.21
FAN_0616,Soda,16.25
FAN_1102,Nachos,12.43
FAN_0687,Nachos,12.52
FAN_0991,Soda,21.91
FAN_0372,Beer,16.95
FAN_0951,Beer,11.24
FAN_0839,Hot Dog,17.7
FAN_0838,Hot Dog,14.5
FAN_1055,Soda,16.77
FAN_0975,Beer,16.29
FAN_0605,Nachos,19.2
FAN_0636,Hot Dog,21.56
FAN_0231,Beer,18.32
FAN_0668,Beer,21.18
FAN_0970,Pretzel,20.41
FAN_0001,Pretzel,20.31
FAN_0193,Nachos,15.84
FAN_0312,Nachos,10.55
FAN_0784,Pretzel,13.27
FAN_0070,Soda,19.7
FAN_0106,Beer,17.67
FAN_0898,Soda,16.92
FAN_0189,Hot Dog,8.16
FAN_0188,Soda,12.61
FAN_0697,Soda,12.08
FAN_0450,Soda,14.79
FAN_0874,Pretzel,17.98
FAN_0513,Nachos,21.18
FAN_0993,Hot Dog,13.57
FAN_0115,Pretzel,12.76
FAN_0924,Nachos,8.38
FAN_1097,Nachos,8.24
FAN_0759,Nachos,18.97
FAN_0199,Soda,8.02
FAN_0300,Nachos,8.56
FAN_0446,Soda,11.01
FAN_0229,Soda,11.35
FAN_0876,Pretzel,16.46
FAN_0421,Hot Dog,20.39
FAN_0158,Beer,17.79
FAN_0167,Beer,8.29
FAN_0551,Beer,19.4
FAN_0531,Pretzel,11.13
FAN_1142,Beer,10.45
FAN_0323,Beer,14.5
FAN_0497,Soda,14.92
FAN_0301,Hot Dog,10.2
FAN_1122,Nachos,18.17
FAN_0944,Hot Dog,17.6
FAN_0674,Soda,20.78
FAN_0974,Hot Dog,16.41
FAN_0157,Hot Dog,20.48
FAN_0954,Pretzel,9.93
FAN_0889,Beer,12.09
FAN_1071,Hot Dog,10.4
FAN_0819,Beer,14.34
FAN_0710,Pretzel,12.47
FAN_0137,Hot Dog,15.43
FAN_0069,Soda,11.24
FAN_0421,Pretzel,13.54
FAN_0489,Soda,12.46
FAN_0710,Soda,8.57
FAN_0075,Pretzel,8.65
FAN_0707,Nachos,15.29
FAN_0345,Beer,18.37
FAN_0946,Nachos,15.53
FAN_1060,Pretzel,21.4
FAN_0698,Hot Dog,21.15
FAN_0947,Soda,11.01
FAN_0641,Beer,17.22
FAN_1151,Pretzel,10.56
FAN_0749,Soda,20.78
FAN_0056,Soda,19.67
FAN_0858,Pretzel,19.4
FAN_0604,Soda,10.53
FAN_0287,Soda,19.58
FAN_0368,Pretzel,14.1
FAN_0737,Soda,8.74
FAN_0422,Nachos,12.94
FAN_1061,Pretzel,15.1
FAN_0084,Hot Dog,17.81
FAN_0969,Pretzel,10.13
FAN_0789,Pretzel,17.02
FAN_0230,Beer,20.85
FAN_1120,Hot Dog,9.51
FAN_0807,Soda,16.89
FAN_0563,Pretzel,17.01
FAN_0298,Nachos,13.9
FAN_0156,Soda,19.36
FAN_0445,Beer,17.84
FAN_0890,Hot Dog,10.44
FAN_0162,Soda,14.4
FAN_0558,Pretzel,21.26
FAN_1120,Nachos,11.78
FAN_0104,Nachos,14.48
FAN_0098,Hot Dog,14.51
FAN_0598,Beer,13.65
FAN_1176,Hot Dog,10.84
FAN_0467,Hot Dog,8.62
FAN_0172,Nachos,20.45
FAN_0415,Soda,18.61
FAN_0203,Hot Dog,20.65
FAN_0601,Soda,8.44
FAN_0943,Nachos,14.12
FAN_0379,Nachos,9.63
FAN_0823,Nachos,8.92
FAN_0341,Hot Dog,16.05
FAN_0856,Hot Dog,12.91
FAN_0641,Soda,9.65
FAN_0656,Soda,12.63
FAN_0605,Nachos,21.77
FAN_0446,Pretzel,16.13
FAN_0911,Nachos,11.74
FAN_0886,Soda,11.29
FAN_0710,Nachos,17.44
FAN_0577,Pretzel,13.83
FAN_0884,Nachos,19.72
FAN_0342,Hot Dog,17.78
FAN_0405,Hot Dog,19.24
FAN_0151,Beer,14.78
FAN_0962,Pretzel,9.95
FAN_0664,Pretzel,9.59
FAN_0786,Beer,11.15
FAN_0603,Hot Dog,16.9
FAN_0782,Hot Dog,12.35
FAN_0599,Hot Dog,20.83
FAN_0883,Nachos,18.49
FAN_1167,Hot Dog,21.32
FAN_0183,Pretzel,21.43
FAN_0565,Hot Dog,20.99
FAN_0771,Beer,11.05
FAN_0121,Hot Dog,13.76
FAN_0296,Hot Dog,19.99
FAN_1190,Soda,8.11
FAN_0753,Soda,8.82
FAN_0912,Hot Dog,19.34
FAN_0028,Beer,18.12
FAN_0492,Beer,11.03
FAN_1054,Nachos,14.72
FAN_0698,Soda,17.73
FAN_0478,Hot Dog,15.43
FAN_0245,Hot Dog,13.19
FAN_0772,Soda,17.91
FAN_0370,Pretzel,8.61
FAN_0835,Hot Dog,13.95
FAN_0859,Hot Dog,20.52
FAN_0382,Soda,15.39
FAN_0860,Pretzel,15.35
FAN_0115,Pretzel,12.81
FAN_0340,Hot Dog,14.9
FAN_0149,Soda,18.18
FAN_0298,Soda,21.0
FAN_0053,Soda,13.28
FAN_0997,Hot Dog,19.03
FAN_1062,Nachos,12.59
FAN_0846,Pretzel,19.31
FAN_0430,Hot Dog,15.96
FAN_0478,Hot Dog,19.62
FAN_0449,Hot Dog,19.38
FAN_1107,Hot Dog,12.68
FAN_0115,Soda,19.84
FAN_0652,Beer,20.18
FAN_0235,Pretzel,9.68
FAN_0055,Nachos,19.88
FAN_0441,Nachos,20.47
FAN_0781,Nachos,17.71
FAN_0258,Nachos,12.76
FAN_0532,Beer,21.32
FAN_0326,Beer,16.51
FAN_0097,Soda,10.24
FAN_0465,Beer,18.75
FAN_1115,Soda,20.79
FAN_0507,Hot Dog,11.9
FAN_0801,Beer,8.43
FAN_0271,Hot Dog,16.28
FAN_0194,Soda,15.83
FAN_0370,Nachos,13.7
FAN_1110,Hot Dog,15.3
FAN_1153,Hot Dog,10.75
FAN_0240,Soda,8.46
FAN_0010,Soda,15.72
FAN_0225,Hot Dog,18.46
FAN_1141,Pretzel,9.89
FAN_1045,Nachos,15.41
FAN_0550,Beer,9.22
FAN_0350,Pretzel,20.22
FAN_0561,Soda,8.64
FAN_1116,Soda,16.54
FAN_0750,Pretzel,16.12
FAN_0376,Beer,13.14
FAN_0918,Soda,18.86
FAN_0349,Nachos,12.75
FAN_0017,Soda,18.74
FAN_0141,Pretzel,16.63
FAN_0409,Nachos,16.0
FAN_0821,Soda,15.96
FAN_0235,Nachos,12.17
FAN_1080,Pretzel,10.03
FAN_0484,Nachos,8.41
FAN_0968,Pretzel,15.43
FAN_0831,Pretzel,20.36
FAN_1071,Pretzel,18.87
FAN_0427,Beer,11.63
FAN_0214,Hot Dog,18.89
FAN_0424,Soda,21.55
FAN_0163,Nachos,14.17
FAN_0547,Nachos,13.6
FAN_0531,Nachos,19.65
FAN_0530,Soda,18.85
FAN_0155,Pretzel,19.6
FAN_1075,Beer,12.09
FAN_0201,Soda,17.06
FAN_0576,Pretzel,8.64
FAN_0403,Soda,11.51
FAN_1140,Pretzel,16.81
FAN_1080,Soda,9.68
FAN_1049,Pretzel,11.1
FAN_0940,Hot Dog,9.91
FAN_1141,Beer,12.18
FAN_0343,Pretzel,17.23
FAN_0189,Beer,10.01
FAN_0954,Pretzel,16.52
FAN_0670,Hot Dog,19.06
FAN_0562,Soda,16.57
FAN_0856,Pretzel,8.22
FAN_0337,Nachos,17.27
FAN_0391,Nachos,19.71
FAN_1073,Beer,9.02
FAN_0206,Nachos,20.82
FAN_0546,Nachos,8.43
FAN_0100,Hot Dog,17.61
FAN_0248,Beer,21.33
FAN_1098,Soda,18.74
FAN_0885,Pretzel,17.92
FAN_0712,Hot Dog,20.11
FAN_0476,Beer,17.75
FAN_0707,Beer,16.62
FAN_0623,Pretzel,11.25
FAN_0108,Beer,21.15
FAN_0166,Beer,13.73
FAN_0453,Hot Dog,16.26
FAN_0805,Hot Dog,14.19
FAN_0036,Beer,9.31
FAN_0048,Beer,8.43
FAN_0437,Soda,14.0
FAN_0028,Nachos,18.66
FAN_0497,Pretzel,10.85
FAN_0909,Beer,21.88
FAN_1102,Nachos,21.23
FAN_0493,Nachos,21.58
FAN_1176,Hot Dog,18.55
FAN_0081,Soda,12.14
FAN_0184,Soda,18.04
FAN_0312,Hot Dog,21.14
FAN_0316,Pretzel,16.6
FAN_0278,Hot Dog,18.13
FAN_0401,Soda,16.64
FAN_0442,Hot Dog,12.71
FAN_0740,Hot Dog,17.78
FAN_0840,Hot Dog,18.49
FAN_0857,Pretzel,11.48
FAN_0873,Soda,15.2
FAN_0108,Soda,11.26
FAN_0645,Hot Dog,9.88
FAN_0576,Soda,12.18
FAN_0234,Pretzel,16.34
FAN_1031,Soda,15.71
FAN_1047,Pretzel,8.85
FAN_0803,Hot Dog,12.3
FAN_0121,Hot Dog,15.53
FAN_1135,Soda,15.66
FAN_0846,Hot Dog,10.47
FAN_1071,Nachos,21.8
FAN_0932,Pretzel,19.77
FAN_0567,Hot Dog,20.21
FAN_0292,Pretzel,20.8
FAN_0699,Pretzel,14.46
FAN_0690,Hot Dog,21.33
FAN_0438,Beer,8.08
FAN_0861,Hot Dog,13.32
FAN_0536,Hot Dog,16.19
FAN_0971,Pretzel,10.57
FAN_0003,Hot Dog,13.53
FAN_0201,Pretzel,21.47
FAN_1106,Hot Dog,12.68
FAN_0437,Beer,13.72
FAN_0644,Beer,20.17
FAN_1017,Hot Dog,12.13
FAN_0417,Soda,14.7
FAN_0156,Soda,21.03
FAN_0952,Nachos,15.68
FAN_0605,Beer,17.61
FAN_0843,Pretzel,19.15
FAN_0226,Pretzel,11.24
FAN_0227,Nachos,18.82
FAN_0155,Hot Dog,15.14
FAN_1188,Nachos,21.54
FAN_0348,Pretzel,17.91
FAN_0271,Pretzel,10.59
FAN_0834,Beer,11.51
FAN_0434,Beer,10.35
FAN_0388,Nachos,11.08
FAN_0258,Hot Dog,12.6
FAN_0975,Pretzel,16.02
FAN_0954,Nachos,12.88
FAN_0985,Beer,16.79
FAN_1066,Soda,20.39
FAN_0980,Soda,14.38
FAN_0955,Soda,10.04
FAN_0645,Pretzel,14.64
FAN_0985,Pretzel,21.88
FAN_0207,Hot Dog,21.22
FAN_0820,Soda,18.59
FAN_1075,Nachos,16.61
FAN_0078,Hot Dog,18.16
FAN_0619,Beer,20.79
FAN_0403,Hot Dog,11.13
FAN_0931,Pretzel,14.64
FAN_0421,Nachos,16.35
FAN_0445,Nachos,15.36
FAN_0346,Nachos,17.53
FAN_0421,Beer,21.86
FAN_0851,Soda,13.68
FAN_0806,Nachos,20.53
FAN_0712,Pretzel,8.79
FAN_0916,Beer,17.56
FAN_0460,Beer,10.09
FAN_0112,Soda,18.46
FAN_0722,Hot Dog,10.06
FAN_0251,Nachos,15.6
FAN_1142,Hot Dog,12.34
FAN_0457,Beer,17.15
FAN_0115,Hot Dog,18.1
FAN_0781,Soda,19.04
FAN_0350,Soda,21.34
FAN_0793,Pretzel,11.71
FAN_0129,Soda,17.01
FAN_0329,Pretzel,10.89
FAN_0530,Nachos,21.57
FAN_1111,Soda,9.51
FAN_0864,Pretzel,18.52
FAN_0551,Hot Dog,12.51
FAN_0038,Beer,14.45
FAN_0219,Soda,21.95
FAN_0816,Soda,15.46
FAN_0007,Hot Dog,9.13
FAN_1059,Beer,15.44
FAN_0265,Beer,18.72
FAN_0164,Beer,18.48
FAN_1006,Beer,10.88
FAN_0025,Pretzel,13.69
FAN_0885,Nachos,9.6
FAN_1118,Soda,18.51
FAN_1054,Pretzel,9.57
FAN_0888,Nachos,17.56
FAN_0933,Hot Dog,11.05
FAN_0660,Pretzel,14.64
FAN_0309,Pretzel,15.39
FAN_0026,Hot Dog,9.44
FAN_0693,Nachos,21.4
FAN_0969,Beer,20.25
FAN_1025,Hot Dog,11.11
FAN_0072,Hot Dog,13.26
FAN_0678,Nachos,17.92
FAN_1136,Beer,18.73
FAN_0530,Nachos,9.15
FAN_0226,Soda,17.88
FAN_0960,Hot Dog,16.81
FAN_0378,Soda,9.77
FAN_0352,Beer,10.68
FAN_0338,Nachos,10.84
FAN_0962,Pretzel,10.44
FAN_0739,Nachos,12.33
FAN_1100,Soda,20.07
FAN_0984,Soda,20.48
FAN_1085,Beer,9.02
FAN_1074,Hot Dog,21.99
FAN_1176,Hot Dog,14.49
FAN_0544,Soda,18.09
FAN_0136,Hot Dog,11.99
FAN_1116,Beer,21.58
FAN_0625,Soda,17.04
FAN_0663,Hot Dog,11.48
FAN_0211,Nachos,20.4
FAN_0660,Nachos,9.99
FAN_1074,Hot Dog,12.59
FAN_0129,Soda,11.91
FAN_0232,Pretzel,11.95
FAN_0968,Nachos,10.06
FAN_0734,Pretzel,19.67
FAN_0133,Nachos,21.39
FAN_1073,Hot Dog,15.79
FAN_0101,Beer,17.49
FAN_1180,Nachos,14.31
FAN_0267,Beer,13.05
FAN_1146,Hot Dog,20.01
FAN_0065,Pretzel,9.25
FAN_0601,Nachos,19.41
FAN_0033,Hot Dog,12.99
FAN_0348,Nachos,21.71
FAN_0809,Beer,10.56
FAN_0123,Hot Dog,8.12
FAN_0299,Soda,19.16
FAN_1134,Pretzel,10.31
FAN_0111,Nachos,19.61
FAN_0690,Hot Dog,16.37
